	27.S17	50.S17	5.S17	173.S17	196.S17	88.S17	160.S17	93.S17	210.S17	59.S17	136.S17	163.S17	148.S17	121.S17	146.S17	174.S17	154.S17	147.S17	122.S17	90.S17	171.S17	CON27.S17	209.S17	14.S17	144.S17	186.S17	66.S17	24.S17	150.S17	118.S17	3.S17	53.S17	166.S17	21.S17	116.S17	35.S17	32.S17	112.S17	161.S17	141.S17	180.S17	103.S17	129.S17	169.S17	CON8.S17	86.S17	98.S17	39.S17	CON7.S17	7.S17	137.S17	87.S17	155.S17	94.S17	143.S17	164.S17	51.S17	33.S17	198.S17	191.S17	179.S17	135.S17	74.S17	99.S17	114.S17	216.S17	92.S17	91.S17	127.S17	167.S17	48.S17	138.S17	43.S17	184.S17	134.S17	190.S17	139.S17	26.S17	201.S17	55.S17	140.S17	123.S17	120.S17	193.S17	102.S17	181.S17	199.S17	54.S17	170.S17	183.S17	29.S17	4.S17	64.S17	58.S17	12.S17	189.S17	25.S17	72.S17	152.S17	CON1.S17	165.S17	62.S17	61.S17	68.S17	142.S17	31.S17	128.S17	85.S17	117.S17	95.S17	182.S17	101.S17	124.S17	156.S17	168.S17	194.S17	89.S17	145.S17	CON25.S17	206.S17	1.S17	178.S17	211.S17	110.S17	70.S17	109.S17	203.S17	153.S17	96.S17
114.S17	0.321925554	0.325707428	0.305544412	0.249709016	0.254486088	0.343450902	0.269352758	0.320332584	0.236114278	0.364745186	0.302679774	0.215507206	0.282781124	0.266849022	0.232034364	0.233732898	0.229829914	0.23611961	0.376586038	0.244378572	0.334632134	0.288140238	0.21430827	0.336605344	0.261346774	0.178060306	0.384753828	0.335871136	0.22704505	0.238593518	0.323212954	0.31276005	0.282238954	0.348179656	0.25280433	0.348438882	0.311246908	0.237899814	0.236920834	0.273982268	0.32346393	0.313161146	0.301207562	0.315114398	0.491154148	0.2410357	0.340813786	0.34334667	0.483276516	0.227399452	0.31122036	0.258000338	0.27387032	0.331695548	0.314032304	0.303847562	0.259370068	0.440140866	0.251478554	0.22311599	0.300528754	0.32992187	0.321939738	0.291987836	0.0	0.240799234	0.243410034	0.304932506	0.33370169	0.230763896	0.239218676	0.185362878	0.433824776	0.239532204	0.355601154	0.253066002	0.326661172	0.240534216	0.279710026	0.230546946	0.216674936	0.370658468	0.24564439	0.235710186	0.361705348	0.218925916	0.272058946	0.377493248	0.243536754	0.275539778	0.454444	0.272951006	0.253850826	0.47313566	0.3896705	0.201646816	0.352998486	0.455389088	0.336546774	0.352875196	0.312648968	0.231949444	0.306309338	0.404136004	0.337193206	0.259907528	0.336726784	0.227670336	0.386190402	0.250843776	0.337963334	0.40491621	0.345347104	0.31330602	0.367753858	0.355255174	0.24195305	0.403100884	0.413888504	0.407633874	0.423076854	0.256088124	0.34723155	0.30361069	0.276920372	0.31342399	0.31959555	0.3199628	0.276692436
216.S17	0.294371484	0.316530438	0.319493882	0.146233018	0.162368074	0.229679588	0.166300084	0.296292658	0.147849284	0.300814348	0.221679308	0.185033396	0.178475286	0.203831412	0.184348286	0.199254804	0.193917804	0.151692072	0.285789456	0.219454946	0.233233112	0.12054652	0.158884128	0.24355045	0.209050484	0.185377584	0.302696254	0.25309125	0.143813744	0.241094988	0.226609648	0.318173476	0.292660916	0.329517874	0.243316396	0.332891044	0.27502573	0.207069156	0.239837604	0.242489558	0.218594908	0.258604552	0.233981832	0.264160488	0.489382986	0.21488057	0.248893988	0.292572844	0.473131442	0.266884782	0.302479842	0.22597874	0.263315762	0.299395958	0.239856074	0.24279498	0.209044378	0.418214988	0.15818392	0.235711396	0.239659464	0.285761488	0.256607132	0.235393206	0.240799234	0.0	0.170844944	0.283647436	0.239227616	0.187682386	0.21479527	0.196483004	0.388328914	0.25508863	0.371054236	0.182215192	0.28231839	0.240695522	0.193472544	0.208414256	0.212643546	0.289194394	0.25482966	0.170014748	0.306273078	0.202220718	0.224322784	0.297162946	0.260639284	0.156911308	0.352820442	0.223497816	0.238476484	0.344302702	0.302882802	0.25282947	0.256538852	0.346832298	0.203984592	0.340091186	0.275394618	0.25754479	0.250511332	0.308677838	0.273461888	0.232071034	0.273086234	0.193201878	0.300477228	0.238187098	0.246089864	0.374413964	0.231565962	0.21401743	0.257189792	0.247183036	0.186007724	0.321826962	0.303125486	0.379046868	0.322406844	0.178285186	0.1799537	0.220523776	0.244078642	0.238775968	0.19253736	0.202235678	0.224277294
92.S17	0.302924804	0.308128582	0.324430614	0.238057226	0.246150734	0.25671164	0.238449972	0.255919158	0.1863599	0.294738488	0.275348652	0.255416428	0.263372742	0.233074356	0.255795454	0.22187316	0.244344132	0.191930796	0.320522188	0.200681402	0.304638436	0.21617736	0.232665708	0.269961598	0.27150842	0.2440061	0.350061346	0.298663402	0.211060688	0.277153496	0.303477312	0.336235436	0.30507218	0.338057266	0.237397248	0.326470528	0.279586962	0.216607436	0.269085776	0.241862758	0.259446316	0.266971576	0.254414632	0.278607728	0.485831286	0.144534238	0.231511836	0.298396728	0.464384842	0.26332319	0.296464358	0.204860116	0.285464934	0.254051194	0.280733842	0.267884728	0.24788145	0.41343504	0.242147864	0.28601578	0.27596318	0.313654768	0.291613276	0.22966969	0.243410034	0.170844944	0.0	0.254762776	0.28489994	0.238527626	0.23926903	0.199282368	0.390589606	0.260089662	0.373856956	0.25990366	0.293345714	0.26557057	0.272329876	0.194828972	0.22499093	0.32476203	0.237300736	0.25377162	0.257731942	0.233208882	0.27661668	0.328392154	0.274715972	0.240183804	0.392444694	0.239259964	0.263745156	0.380418806	0.333602158	0.262507658	0.261027656	0.393070538	0.279309156	0.335220618	0.294525698	0.262832078	0.294065244	0.312656718	0.308154108	0.265120962	0.28664719	0.13304745	0.329381816	0.172936366	0.319105888	0.32735714	0.286524862	0.311874042	0.323419076	0.291506748	0.177993864	0.371863458	0.344712194	0.377634128	0.3548091	0.25777235	0.278541972	0.20424098	0.27759635	0.27027436	0.281796944	0.290427286	0.216427318
91.S17	0.323447496	0.336470374	0.431671634	0.348401182	0.332655766	0.4008268	0.281574764	0.300780234	0.252840644	0.361935444	0.401836916	0.297607296	0.354171294	0.34849326	0.35517503	0.320332576	0.331958252	0.246084496	0.445472688	0.272628002	0.41883284	0.337910956	0.33754186	0.40293031	0.347864	0.319402908	0.47061513	0.412395622	0.323148628	0.30236534	0.407610756	0.35387232	0.33432204	0.385426694	0.297198176	0.383999628	0.292948858	0.3462773	0.296191552	0.329570102	0.384750968	0.397035256	0.382328696	0.297293436	0.529701202	0.268218562	0.378940892	0.34915774	0.502016726	0.352864486	0.34487681	0.235418104	0.319198038	0.296539042	0.395855534	0.306695448	0.370184914	0.445408536	0.261482884	0.355205208	0.39311762	0.449231996	0.411910976	0.371549046	0.304932506	0.283647436	0.254762776	0.0	0.397685624	0.30604357	0.33949741	0.300374832	0.401367338	0.30117347	0.410044708	0.345216208	0.431204034	0.376140422	0.373701196	0.313225616	0.310889626	0.434299054	0.273518864	0.343185888	0.40460361	0.345412438	0.330977676	0.461412926	0.369124584	0.340755788	0.512520534	0.307700572	0.3657852	0.509679126	0.469160326	0.336895566	0.282819836	0.51208399	0.38448762	0.400840834	0.337598418	0.294305366	0.403648772	0.37481867	0.416857752	0.34629955	0.42177375	0.286237062	0.451301644	0.227218774	0.436125772	0.421665532	0.42213785	0.390502306	0.4253572	0.412152884	0.2634767	0.389204886	0.472715762	0.393810564	0.48070096	0.25771835	0.391955992	0.362334004	0.319058022	0.38771468	0.37382238	0.386032102	0.284533754
127.S17	0.419708528	0.431531674	0.428205538	0.226427706	0.21974779	0.103100868	0.340491216	0.402739142	0.278885532	0.4093939	0.129379824	0.34619522	0.212882614	0.275379232	0.272674714	0.324477668	0.326856348	0.297388496	0.138650348	0.277845158	0.192037648	0.185955908	0.28045796	0.165676922	0.329213804	0.306969068	0.139229906	0.132280662	0.228111676	0.377009904	0.173410676	0.434601676	0.419732428	0.437555514	0.363418112	0.455679804	0.403595626	0.28846206	0.378597052	0.34144771	0.209447244	0.244629436	0.25509258	0.392112544	0.61282115	0.330080706	0.283347008	0.426907156	0.601429374	0.359385038	0.420768582	0.322752216	0.400017774	0.412403522	0.127904282	0.36134576	0.226862886	0.554002564	0.316190612	0.356783044	0.302738772	0.127367032	0.172546356	0.251579614	0.33370169	0.239227616	0.28489994	0.397685624	0.0	0.337885218	0.301708038	0.300354716	0.518451574	0.375333134	0.495713884	0.273251804	0.163365866	0.303012746	0.171560776	0.298135524	0.313707174	0.143049522	0.3613897	0.260567972	0.355196782	0.314445674	0.357985508	0.206654162	0.346876	0.220361728	0.18912119	0.332397864	0.286880364	0.25371363	0.138919898	0.35776029	0.380664044	0.177468506	0.15331582	0.472537902	0.408886458	0.359716542	0.12370624	0.444487926	0.1335871	0.35608279	0.116875614	0.26937457	0.126426464	0.309474246	0.254628108	0.474744076	0.09022721	0.277283774	0.178391008	0.289986088	0.311987464	0.476399174	0.136534714	0.51387184	0.200294064	0.353467714	0.173686424	0.212230936	0.36467975	0.18862108	0.268169756	0.22502827	0.327204098
167.S17	0.263379054	0.256204988	0.3286187	0.199204812	0.25250424	0.332998882	0.19837689	0.33052726	0.184296058	0.28324927	0.281188682	0.150830346	0.23503892	0.238193034	0.206427144	0.182298998	0.169669014	0.188373874	0.34369457	0.23192558	0.257235566	0.237968542	0.188444234	0.320608512	0.228390958	0.154859122	0.365602652	0.28764146	0.188120342	0.220332974	0.276609862	0.287907726	0.228545954	0.306947384	0.227454394	0.288989954	0.253218856	0.234863222	0.199854218	0.230084352	0.272172398	0.28859211	0.273152406	0.223138182	0.452139052	0.219998672	0.311971306	0.276275298	0.439459892	0.232669512	0.261978516	0.227576134	0.224841472	0.311085296	0.28166466	0.211408998	0.233128492	0.390796798	0.193245354	0.212754662	0.280898186	0.33138801	0.29273851	0.274254672	0.230763896	0.187682386	0.238527626	0.30604357	0.337885218	0.0	0.204923676	0.21096723	0.39008972	0.210591776	0.336404874	0.219730366	0.331501064	0.225356332	0.248127446	0.210972722	0.201618812	0.362874484	0.214451802	0.203053286	0.339219032	0.21002586	0.23619149	0.3441788	0.225878598	0.228949494	0.42613974	0.224530978	0.236655914	0.445522368	0.378422972	0.231631268	0.30086905	0.43095328	0.28560531	0.318094	0.234079812	0.229327828	0.304115406	0.350562248	0.338039202	0.22413258	0.330801032	0.246185	0.377895162	0.249275524	0.295508266	0.349389658	0.340903064	0.273309176	0.327402942	0.317352422	0.231836858	0.346656296	0.395024724	0.363683114	0.407236074	0.19326084	0.291859302	0.288924302	0.230055	0.274717054	0.286129362	0.27813852	0.303209848
48.S17	0.249936698	0.224837168	0.248773368	0.2128029	0.236720484	0.289647678	0.26535757	0.358847552	0.209417866	0.297171006	0.246064614	0.192075086	0.2467436	0.21112445	0.199628252	0.13841311	0.16259505	0.230616574	0.298017294	0.235200484	0.24860197	0.243439262	0.178394474	0.283070976	0.257122522	0.174612998	0.315523024	0.240842604	0.168364474	0.236158422	0.25512525	0.273238278	0.230256478	0.2951506	0.217864454	0.266370322	0.245202756	0.164384142	0.233059754	0.2518996	0.228090334	0.253081154	0.220126074	0.225255138	0.440513308	0.232616492	0.295324658	0.247560326	0.433921072	0.167185916	0.2400769	0.254170318	0.22230468	0.352258868	0.244987788	0.251838934	0.155597604	0.36318053	0.250876922	0.19457213	0.25661793	0.29840219	0.241608286	0.246369184	0.239218676	0.21479527	0.23926903	0.33949741	0.301708038	0.204923676	0.0	0.195261694	0.373397556	0.193998108	0.322521006	0.210761266	0.27571618	0.145738304	0.223125326	0.199715634	0.188816648	0.310680596	0.184604282	0.225291214	0.32729728	0.140795072	0.236111962	0.294412856	0.221727238	0.235870334	0.380516424	0.236431418	0.169156278	0.409724212	0.345628876	0.222580896	0.323557066	0.393208452	0.29039825	0.29859742	0.225416448	0.210494748	0.24226531	0.326809816	0.29201261	0.20324492	0.285721168	0.234900312	0.339670634	0.267672104	0.292244494	0.355061138	0.315729684	0.287067768	0.298297054	0.283420386	0.246223754	0.41545612	0.35488394	0.357338098	0.370760262	0.248771104	0.305557546	0.265189206	0.200725408	0.203168222	0.299257462	0.295166812	0.297658656
138.S17	0.278819608	0.263236802	0.309843286	0.235478894	0.239887262	0.298146752	0.214521632	0.279273222	0.167955732	0.300150628	0.26038778	0.196514476	0.262542706	0.238069628	0.230015406	0.182295916	0.203359752	0.193176764	0.327272912	0.181386734	0.305643724	0.266861112	0.210542756	0.309261098	0.247874144	0.192510768	0.347084422	0.281937206	0.205210696	0.239577476	0.301409888	0.27565918	0.253682152	0.310822486	0.215892232	0.310888892	0.238763342	0.210492172	0.200477928	0.229060334	0.28444498	0.292495888	0.255685452	0.249808024	0.465860654	0.20827165	0.313051648	0.27849462	0.448478746	0.20367635	0.272621974	0.213633544	0.242327826	0.286935278	0.269985906	0.25259922	0.228076082	0.398401416	0.235441416	0.215102884	0.28079364	0.3130361	0.284600416	0.266619854	0.185362878	0.196483004	0.199282368	0.300374832	0.300354716	0.21096723	0.195261694	0.0	0.382138514	0.198036746	0.330414348	0.250717928	0.295333618	0.22051185	0.249959516	0.2005548	0.185229154	0.329894654	0.193750136	0.234986708	0.33183561	0.205187758	0.2469213	0.336112594	0.230805708	0.262499312	0.410146038	0.20789	0.22075836	0.440150738	0.352711634	0.202460122	0.297241884	0.415460918	0.317378272	0.322127046	0.25992747	0.209408374	0.279901096	0.342476954	0.303659364	0.237045474	0.29754655	0.213784166	0.350861524	0.193650362	0.328722768	0.355588424	0.305414002	0.316741278	0.344095848	0.315612404	0.208018136	0.39157959	0.370926258	0.373438504	0.383003316	0.221867986	0.330575516	0.269674252	0.215240462	0.272515512	0.318019936	0.322739194	0.211838938
43.S17	0.25106487	0.341340396	0.409491132	0.430609028	0.450770916	0.501000806	0.388760994	0.438251008	0.345728922	0.410444238	0.475011778	0.366007234	0.474390576	0.410379266	0.432323616	0.32909883	0.355145126	0.342714306	0.52300495	0.405759692	0.474948554	0.426376894	0.377815446	0.487506128	0.466393106	0.405951074	0.505406148	0.485636028	0.372120714	0.313017494	0.46393379	0.30813573	0.31991987	0.326781588	0.300426314	0.328842386	0.253453668	0.398270458	0.39439321	0.39141414	0.462640142	0.438110262	0.463273794	0.297250622	0.484513712	0.372687212	0.48407169	0.271115814	0.440979904	0.361991788	0.301819096	0.37822979	0.276657072	0.443595024	0.486912424	0.362189138	0.384791976	0.369492682	0.397815954	0.422153338	0.47296127	0.509613398	0.460196186	0.453856592	0.433824776	0.388328914	0.390589606	0.401367338	0.518451574	0.39008972	0.373397556	0.382138514	0.0	0.334210732	0.42146715	0.455790422	0.488444392	0.4111883	0.445798106	0.414094494	0.365984332	0.528844032	0.30595659	0.448864162	0.497177124	0.3458264	0.416030674	0.504647492	0.436196734	0.431491346	0.591903564	0.390416902	0.418096694	0.590836688	0.55341958	0.429168	0.34084785	0.591848572	0.49246873	0.308140736	0.321106216	0.361107284	0.447297326	0.293540552	0.512596874	0.304118972	0.509464568	0.430185188	0.55297765	0.377047264	0.500052218	0.489067774	0.525449	0.49097004	0.507749174	0.497233462	0.414104478	0.494956824	0.56077848	0.318732722	0.57517235	0.37927932	0.487697798	0.474141214	0.341347936	0.414691226	0.484940602	0.489827348	0.4483287
184.S17	0.220634974	0.213210164	0.28408136	0.268723548	0.2952367	0.371244006	0.242485398	0.298652108	0.205663942	0.306768042	0.326720298	0.178078958	0.314728632	0.280064762	0.2455751	0.157783566	0.176980726	0.215588874	0.382493946	0.228165404	0.324707626	0.302755586	0.219500762	0.354057768	0.296969734	0.199225074	0.390487424	0.321719752	0.221682154	0.18106513	0.318362686	0.249317198	0.174986474	0.263522604	0.161247362	0.24478039	0.185803828	0.228862334	0.190053914	0.244735944	0.321120054	0.300915026	0.322378154	0.199410818	0.402842464	0.228785256	0.350931018	0.220272098	0.38724196	0.166713888	0.215728444	0.226917062	0.16541644	0.298203784	0.33554824	0.23528363	0.226850036	0.33217703	0.245554038	0.208081954	0.314345186	0.364536994	0.303490082	0.299105768	0.239532204	0.25508863	0.260089662	0.30117347	0.375333134	0.210591776	0.193998108	0.198036746	0.334210732	0.0	0.265025962	0.26212373	0.351420248	0.227821916	0.294588686	0.220321618	0.191054544	0.394798124	0.13459113	0.279539394	0.368058412	0.185473236	0.234024506	0.359958316	0.216485826	0.305641074	0.46788646	0.215251846	0.216150518	0.48438088	0.427255796	0.202190436	0.308919442	0.477336588	0.353330062	0.259869764	0.18455328	0.157668944	0.314573082	0.307192512	0.365783718	0.190559016	0.369225208	0.260749736	0.421160514	0.22286646	0.354718686	0.363831326	0.3963786	0.35012016	0.360407286	0.33869063	0.243958258	0.398300908	0.438445212	0.311099882	0.441403106	0.217540996	0.368733718	0.325944454	0.196240136	0.278868298	0.364758562	0.364837732	0.301563752
134.S17	0.296164308	0.283869258	0.212849054	0.39473585	0.429857158	0.480002208	0.359103764	0.42696847	0.330399516	0.402534676	0.438215836	0.316373224	0.439081858	0.384510736	0.371154366	0.281274112	0.3054986	0.312665548	0.494356028	0.355308478	0.447851736	0.416121112	0.316502704	0.468947246	0.425852208	0.347209544	0.490679446	0.439098266	0.341376588	0.242409472	0.440689628	0.242350612	0.225565012	0.344222298	0.271880268	0.290901672	0.289703758	0.351860856	0.33420526	0.350492006	0.435126188	0.391396188	0.435569056	0.298680052	0.240817014	0.350895582	0.447856348	0.299643972	0.22932473	0.270252158	0.280039878	0.346084056	0.258995478	0.413568062	0.457046566	0.34621418	0.334788158	0.187196976	0.370569328	0.339513236	0.40698552	0.453495808	0.419289264	0.417701182	0.355601154	0.371054236	0.373856956	0.410044708	0.495713884	0.336404874	0.322521006	0.330414348	0.42146715	0.265025962	0.0	0.411453648	0.461472146	0.319777554	0.412615712	0.35845556	0.32314759	0.50819949	0.24593074	0.406350372	0.475001022	0.303280706	0.374971928	0.466793974	0.34579114	0.41894642	0.572724226	0.34493544	0.354132124	0.587115734	0.53664525	0.355515074	0.387350912	0.580022866	0.474313472	0.332599694	0.293693138	0.292265786	0.422242484	0.409566578	0.482835776	0.258719054	0.47789565	0.397526366	0.53137026	0.352660386	0.467763484	0.450318344	0.507617886	0.46567311	0.491223336	0.466465024	0.388564488	0.49347673	0.54641957	0.193173084	0.556388408	0.345049506	0.480775284	0.441095184	0.27314315	0.392897576	0.471031476	0.472375586	0.427857006
190.S17	0.350387868	0.33207371	0.341865766	0.143772806	0.175730946	0.267064928	0.234792136	0.36374475	0.246090756	0.360872376	0.219678292	0.201200816	0.174017566	0.253341636	0.15859365	0.222267564	0.225551132	0.25003352	0.28958654	0.273751966	0.205234036	0.183569508	0.176765932	0.265003358	0.230224596	0.172038488	0.321691698	0.245780902	0.152343512	0.2824654	0.223325424	0.36966404	0.31865338	0.383243218	0.29219018	0.375514308	0.318297314	0.204558536	0.248551888	0.293686622	0.22505832	0.250468396	0.255749364	0.315666564	0.533881758	0.280427622	0.276289816	0.344685428	0.524156334	0.279847354	0.346798882	0.288852836	0.303082146	0.350147406	0.233683462	0.28921846	0.192712326	0.470715208	0.23031934	0.203185648	0.24720656	0.287495808	0.234842708	0.23147789	0.253066002	0.182215192	0.25990366	0.345216208	0.273251804	0.219730366	0.210761266	0.250717928	0.455790422	0.26212373	0.411453648	0.0	0.279677346	0.243619814	0.186636624	0.235904488	0.258568354	0.300330406	0.273250464	0.177148096	0.336994982	0.212059214	0.25700216	0.287590246	0.236861988	0.178252692	0.372237542	0.261397684	0.2187384	0.38120985	0.32615931	0.22431435	0.354663376	0.377849258	0.226988056	0.389842346	0.318625138	0.269615846	0.25403576	0.394345358	0.282680912	0.283131546	0.26882765	0.213594682	0.326431032	0.30110203	0.2255156	0.404316776	0.27690131	0.21894023	0.256905856	0.224582264	0.241824656	0.392396662	0.337762686	0.440257364	0.346986836	0.222889146	0.221435132	0.23680414	0.305032518	0.217492436	0.235514224	0.213528414	0.290320594
139.S17	0.394985798	0.400692132	0.392779044	0.246865748	0.256693564	0.119889106	0.36607827	0.413332004	0.309083314	0.421509282	0.137607086	0.332422514	0.2431462	0.279404426	0.254642972	0.300050822	0.306369598	0.32592737	0.110814538	0.328913012	0.169464438	0.20711675	0.265216378	0.154517664	0.357337082	0.304478454	0.122965964	0.186219488	0.217322954	0.360192578	0.119947014	0.409543094	0.392905746	0.423747904	0.333842754	0.42287037	0.373879092	0.263488678	0.37187245	0.347665664	0.218918358	0.232881822	0.291505214	0.37602113	0.577879872	0.315115816	0.294561862	0.38580923	0.56125666	0.328528548	0.389672576	0.351626214	0.367687892	0.412455284	0.160113692	0.38157059	0.201468136	0.51348997	0.342723978	0.336269122	0.307724746	0.12777979	0.13457835	0.23924456	0.326661172	0.28231839	0.293345714	0.431204034	0.163365866	0.331501064	0.27571618	0.295333618	0.488444392	0.351420248	0.461472146	0.279677346	0.0	0.297863568	0.195906014	0.291742194	0.288272552	0.115467068	0.335461702	0.299359394	0.356742864	0.292318176	0.34990775	0.107784344	0.33441525	0.236348086	0.248395652	0.344513346	0.272877146	0.197848636	0.165702588	0.339569764	0.387462038	0.188258152	0.129371426	0.42970194	0.38180922	0.35335202	0.171998866	0.436500436	0.090407186	0.326586232	0.144686944	0.26989062	0.126657254	0.338884	0.24525925	0.47235541	0.126018428	0.28727556	0.15151691	0.288141882	0.315975118	0.497823104	0.153586164	0.476129314	0.162269506	0.367337788	0.158285346	0.196235418	0.362291644	0.164360766	0.293227082	0.254476124	0.36536706
26.S17	0.237841278	0.251927388	0.26634074	0.228242016	0.26917576	0.294480154	0.297325234	0.36903812	0.24550497	0.275255498	0.255015522	0.239169462	0.261574564	0.239378762	0.213715388	0.18158595	0.194222826	0.259628446	0.305049754	0.246748104	0.241287114	0.266525462	0.17761887	0.306311928	0.28887319	0.204739638	0.305146048	0.229523068	0.19407331	0.243816338	0.282293206	0.281023062	0.225961002	0.306504252	0.251018334	0.236314554	0.27728004	0.201827434	0.275698554	0.268172464	0.246033006	0.264486806	0.189180494	0.253445462	0.419049704	0.257547896	0.318034022	0.28053733	0.417861868	0.183888048	0.217473772	0.259209098	0.229618876	0.367148712	0.233759912	0.24032269	0.171119068	0.361677414	0.280913194	0.21696825	0.255353826	0.264163906	0.253506818	0.2676707	0.240534216	0.240695522	0.26557057	0.376140422	0.303012746	0.225356332	0.145738304	0.22051185	0.4111883	0.227821916	0.319777554	0.243619814	0.297863568	0.0	0.237405298	0.218167394	0.199587168	0.322571504	0.21553103	0.229316058	0.35018824	0.176592128	0.261643166	0.3141267	0.218603142	0.260848706	0.379103476	0.25102017	0.175992138	0.432918452	0.344895204	0.25380446	0.35054511	0.39018648	0.315775838	0.28653758	0.223786532	0.240522796	0.235952618	0.364204748	0.301801734	0.204164704	0.282715684	0.256822448	0.341562746	0.279502864	0.30279969	0.35300043	0.31542012	0.306896296	0.330891226	0.302018038	0.265758142	0.438003808	0.3495716	0.359693498	0.383701066	0.292570208	0.325820582	0.284483046	0.224832896	0.246951102	0.322038974	0.310802788	0.324397848
201.S17	0.350835548	0.343030042	0.348273086	0.144281406	0.161277246	0.168816896	0.26732982	0.387383242	0.237605228	0.357805868	0.132585116	0.243494164	0.151645794	0.229137416	0.173816906	0.227304236	0.232554036	0.231663188	0.184506228	0.262557114	0.157264356	0.121487348	0.171212024	0.177643458	0.265888572	0.215732516	0.206798426	0.13830237	0.15797922	0.306307012	0.168306228	0.359911216	0.331547176	0.377688858	0.303926844	0.380126828	0.335369082	0.22452504	0.290778356	0.293783554	0.161208036	0.203377404	0.230385132	0.314924764	0.544293742	0.284770722	0.252675196	0.353243184	0.533120474	0.28751401	0.348345126	0.30369972	0.314439458	0.389148226	0.141674202	0.289886276	0.168000946	0.475787232	0.247983844	0.253177608	0.249129372	0.190613472	0.174796592	0.216216702	0.279710026	0.193472544	0.272329876	0.373701196	0.171560776	0.248127446	0.223125326	0.249959516	0.445798106	0.294588686	0.412615712	0.186636624	0.195906014	0.237405298	0.0	0.2455929	0.260560506	0.190916902	0.29850144	0.188297196	0.331017954	0.228869838	0.269590188	0.218309666	0.272473156	0.155021508	0.260567598	0.262647232	0.217053956	0.299955178	0.214783254	0.27917215	0.342918788	0.261784974	0.156361756	0.394518798	0.32939011	0.300290506	0.148422964	0.399099314	0.176779928	0.275155918	0.176224466	0.23706803	0.214866404	0.289430326	0.202092676	0.417668956	0.173895558	0.188625846	0.1729982	0.24871624	0.281509456	0.419511278	0.23076017	0.440871864	0.252486368	0.253565358	0.16593568	0.203448832	0.281708742	0.151565964	0.209825476	0.163127946	0.317869218
55.S17	0.315681848	0.29209873	0.30867771	0.216822338	0.242429346	0.285490112	0.262326824	0.299507702	0.213951252	0.318965436	0.256560608	0.236813368	0.257083938	0.2122134	0.227695938	0.212994456	0.208645124	0.220628232	0.306807272	0.19065131	0.287371224	0.246648552	0.211704232	0.283404102	0.26170414	0.188618568	0.343920322	0.272006374	0.204548524	0.286529356	0.29673706	0.326502348	0.297073236	0.331424174	0.232683176	0.337005608	0.28465381	0.207802556	0.247959452	0.226088706	0.255797316	0.26717796	0.259941596	0.290931928	0.495141078	0.214569282	0.271346988	0.30707672	0.478912902	0.231270086	0.30078051	0.243084232	0.272439682	0.289306034	0.276087562	0.275928452	0.224423858	0.427089148	0.249407344	0.241697324	0.259175476	0.308575712	0.276408564	0.23143943	0.230546946	0.208414256	0.194828972	0.313225616	0.298135524	0.210972722	0.199715634	0.2005548	0.414094494	0.220321618	0.35845556	0.235904488	0.291742194	0.218167394	0.2455929	0.0	0.195062034	0.320555686	0.224963728	0.236649092	0.304655702	0.209767686	0.218659812	0.31299363	0.227381828	0.24667802	0.385288682	0.236427812	0.199454576	0.408750426	0.346898574	0.22341787	0.309294888	0.395595962	0.294774048	0.356960442	0.296706846	0.249441542	0.271594328	0.362701786	0.297865988	0.246418722	0.277919146	0.200038766	0.34109552	0.228394774	0.307033624	0.358027196	0.315396394	0.300776798	0.320983192	0.28526738	0.196811012	0.406939474	0.356749402	0.398026912	0.369502116	0.262771414	0.30813412	0.22933254	0.26799129	0.25796358	0.30564542	0.30130303	0.257990986
140.S17	0.250597814	0.25755634	0.292981648	0.233783336	0.26244024	0.310463066	0.249210378	0.31613658	0.206918654	0.292560246	0.269647498	0.197731666	0.276857464	0.222983978	0.233542596	0.169577966	0.17192631	0.22784825	0.32783065	0.209800592	0.29138673	0.258240834	0.197847578	0.3022986	0.27723807	0.191538118	0.335698896	0.2793055	0.183671138	0.225842958	0.281508258	0.27809837	0.245845098	0.287661832	0.191062138	0.28119089	0.231297496	0.205763146	0.226205774	0.212915776	0.270657818	0.257173174	0.258555614	0.231424558	0.438088968	0.192178552	0.296687662	0.255326514	0.413686792	0.209040452	0.239631228	0.210396214	0.231402424	0.29560742	0.278993052	0.245899846	0.19067038	0.367094662	0.238700842	0.231417938	0.276083442	0.30600867	0.270869938	0.254757568	0.216674936	0.212643546	0.22499093	0.310889626	0.313707174	0.201618812	0.188816648	0.185229154	0.365984332	0.191054544	0.32314759	0.258568354	0.288272552	0.199587168	0.260560506	0.195062034	0.0	0.333286784	0.180206454	0.232035426	0.336069412	0.192999408	0.222723818	0.32006882	0.214683858	0.254596682	0.413416456	0.24688653	0.188945166	0.424225328	0.368469428	0.220951436	0.30616287	0.416108768	0.310812622	0.289425264	0.228575092	0.182612384	0.261709986	0.337901308	0.29849355	0.1857429	0.311921668	0.219388076	0.358246014	0.226613992	0.318508646	0.363258642	0.336488976	0.307494368	0.334172818	0.305712394	0.224504158	0.396302012	0.377447996	0.359324566	0.380959626	0.25211166	0.32352281	0.27250331	0.224157944	0.241058674	0.31033647	0.316519924	0.286520368
