	27.S17	50.S17	5.S17	173.S17	196.S17	88.S17	160.S17	93.S17	210.S17	59.S17	136.S17	163.S17	148.S17	121.S17	146.S17	174.S17	154.S17	147.S17	122.S17	90.S17	171.S17	CON27.S17	209.S17	14.S17	144.S17	186.S17	66.S17	24.S17	150.S17	118.S17	3.S17	53.S17	166.S17	21.S17	116.S17	35.S17	32.S17	112.S17	161.S17	141.S17	180.S17	103.S17	129.S17	169.S17	CON8.S17	86.S17	98.S17	39.S17	CON7.S17	7.S17	137.S17	87.S17	155.S17	94.S17	143.S17	164.S17	51.S17	33.S17	198.S17	191.S17	179.S17	135.S17	74.S17	99.S17	114.S17	216.S17	92.S17	91.S17	127.S17	167.S17	48.S17	138.S17	43.S17	184.S17	134.S17	190.S17	139.S17	26.S17	201.S17	55.S17	140.S17	123.S17	120.S17	193.S17	102.S17	181.S17	199.S17	54.S17	170.S17	183.S17	29.S17	4.S17	64.S17	58.S17	12.S17	189.S17	25.S17	72.S17	152.S17	CON1.S17	165.S17	62.S17	61.S17	68.S17	142.S17	31.S17	128.S17	85.S17	117.S17	95.S17	182.S17	101.S17	124.S17	156.S17	168.S17	194.S17	89.S17	145.S17	CON25.S17	206.S17	1.S17	178.S17	211.S17	110.S17	70.S17	109.S17	203.S17	153.S17	96.S17
53.S17	0.157931032	0.243699666	0.218088846	0.349364506	0.350138318	0.41230294	0.329957328	0.380957054	0.260389864	0.33027244	0.391717756	0.271351948	0.392438546	0.330275224	0.349885354	0.229879256	0.273885012	0.267815804	0.438109256	0.320245126	0.395573344	0.360890016	0.261458788	0.410050514	0.382465552	0.306306816	0.416663278	0.386558658	0.298050764	0.164124244	0.390837312	0.0	0.17956104	0.254707234	0.223751016	0.216329364	0.206141578	0.319548396	0.314638188	0.310366514	0.379595604	0.353319528	0.352186936	0.217972368	0.317927998	0.31200661	0.40117358	0.223014268	0.284516006	0.244752738	0.21776325	0.299786076	0.169565578	0.396812222	0.377891142	0.286689396	0.287104094	0.238852872	0.317944328	0.311551	0.389116492	0.388179724	0.390228484	0.369557746	0.31276005	0.318173476	0.336235436	0.35387232	0.434601676	0.287907726	0.273238278	0.27565918	0.30813573	0.249317198	0.242350612	0.36966404	0.409543094	0.281023062	0.359911216	0.326502348	0.27809837	0.437399274	0.222068096	0.35838508	0.434890702	0.258712282	0.335988592	0.435358502	0.339374492	0.355984328	0.509709058	0.313626644	0.32114186	0.51854833	0.47045497	0.341053006	0.319558212	0.508199222	0.418840384	0.24561647	0.235769878	0.259262658	0.362878156	0.297926926	0.421902736	0.164615774	0.425605766	0.355150366	0.465766276	0.309472222	0.434755332	0.3969422	0.442307394	0.408484922	0.4375241	0.420161364	0.337020944	0.419889822	0.472830978	0.174073028	0.491603876	0.29743415	0.425612744	0.388560756	0.267887818	0.335509804	0.40910288	0.413823426	0.366969738
166.S17	0.160925592	0.20355763	0.239538534	0.307421074	0.343153874	0.409544904	0.26707036	0.362600554	0.232071852	0.288321784	0.3659457	0.214221924	0.348795966	0.315611628	0.281838226	0.173753272	0.198793412	0.240492216	0.421049376	0.287121346	0.338644028	0.336036824	0.223427	0.401755754	0.333528192	0.257207	0.414231814	0.346427414	0.264736196	0.149575084	0.366509984	0.17956104	0.0	0.22875371	0.183325236	0.1618498	0.191401814	0.273023756	0.234237196	0.285926486	0.345806892	0.337859444	0.326775336	0.174844164	0.309797422	0.281057362	0.395836512	0.184081132	0.292450606	0.186644198	0.17228887	0.249385344	0.127834518	0.338234762	0.351186854	0.219153536	0.258952994	0.251821048	0.289518448	0.259976028	0.342528788	0.377793044	0.337810736	0.350372946	0.282238954	0.292660916	0.30507218	0.33432204	0.419732428	0.228545954	0.230256478	0.253682152	0.31991987	0.174986474	0.225565012	0.31865338	0.392905746	0.225961002	0.331547176	0.297073236	0.245845098	0.431722694	0.17374224	0.32536036	0.408632722	0.208419918	0.28948054	0.403164854	0.270353684	0.339749192	0.50009261	0.264758524	0.269691936	0.515883346	0.461542922	0.278816486	0.314355188	0.504246538	0.386005572	0.204645794	0.161175438	0.215062194	0.352654432	0.29941229	0.412447008	0.14972671	0.404351994	0.326563074	0.45702972	0.275654842	0.395027872	0.364617624	0.429380678	0.379333166	0.38864208	0.387914152	0.306055256	0.423704114	0.47147513	0.236387516	0.485486956	0.254797386	0.402549208	0.374482016	0.205130986	0.310299136	0.39993452	0.397700114	0.346867378
21.S17	0.190071262	0.284071812	0.338782772	0.344748668	0.389778988	0.43349077	0.323914882	0.402584128	0.288028706	0.326826746	0.400568594	0.298607302	0.40040984	0.327442758	0.355763968	0.242879022	0.26970591	0.297234758	0.44547383	0.32769204	0.403547802	0.369119278	0.297088514	0.428584176	0.393395206	0.324449074	0.427841608	0.384081796	0.30004305	0.249967054	0.39933529	0.254707234	0.22875371	0.0	0.240777394	0.247529554	0.219451088	0.321867922	0.32188711	0.21004486	0.396148534	0.378991718	0.374368058	0.245794398	0.411169516	0.312737852	0.432750374	0.213174854	0.38505456	0.25786638	0.229937972	0.309973986	0.208572752	0.38753454	0.39890736	0.271810162	0.292141028	0.340300582	0.341855974	0.342368822	0.405433414	0.412216762	0.386058246	0.392788648	0.348179656	0.329517874	0.338057266	0.385426694	0.437555514	0.306947384	0.2951506	0.310822486	0.326781588	0.263522604	0.344222298	0.383243218	0.423747904	0.306504252	0.377688858	0.331424174	0.287661832	0.460620504	0.23985173	0.361322494	0.44057536	0.271275004	0.352071554	0.438756828	0.337465946	0.372152318	0.481782436	0.318824382	0.32243355	0.536720372	0.454947628	0.356309044	0.341200258	0.499144268	0.429427018	0.240337416	0.24420278	0.28233622	0.353595906	0.305388012	0.445197474	0.220162584	0.425732268	0.37424238	0.475657214	0.319506552	0.439222466	0.419839398	0.456338404	0.419233696	0.447323674	0.433666466	0.358423398	0.465688168	0.471479268	0.296604182	0.512465014	0.32917576	0.434144358	0.41400757	0.263971028	0.349113138	0.426749066	0.421321416	0.385685308
116.S17	0.198767232	0.235332338	0.27109817	0.275912386	0.304195274	0.348099048	0.251480608	0.306381698	0.204722256	0.313850856	0.3266171	0.209390136	0.316732554	0.265415508	0.262539642	0.184784512	0.203289832	0.211880796	0.375579876	0.234627006	0.333988384	0.288816732	0.2470828	0.334040846	0.305917752	0.237472868	0.376260674	0.332422438	0.217845468	0.170257616	0.307256436	0.223751016	0.183325236	0.240777394	0.0	0.22668478	0.17151467	0.244263376	0.231465304	0.235338938	0.32054438	0.28641294	0.326505048	0.207178468	0.378514442	0.208227038	0.317010424	0.178950648	0.35479759	0.180574754	0.21534443	0.236754304	0.158340182	0.294227638	0.33986915	0.256669368	0.237024534	0.322327512	0.248504356	0.2499627	0.305498372	0.362939836	0.300234416	0.28476483	0.25280433	0.243316396	0.237397248	0.297198176	0.363418112	0.227454394	0.217864454	0.215892232	0.300426314	0.161247362	0.271880268	0.29219018	0.333842754	0.251018334	0.303926844	0.232683176	0.191062138	0.382646066	0.152275592	0.29701222	0.344733942	0.206725806	0.257566532	0.350559054	0.25749128	0.299324784	0.45282145	0.237438352	0.259556188	0.455312682	0.40782281	0.238562966	0.282210608	0.454653062	0.3471053	0.220183378	0.193469974	0.187410794	0.304601044	0.267702318	0.351296492	0.166122358	0.350470882	0.248181278	0.398638608	0.223482706	0.362155936	0.36961484	0.377622862	0.34939385	0.36806632	0.33295458	0.24826644	0.379922298	0.418787126	0.284793584	0.4175454	0.24381605	0.351152924	0.305267684	0.201702534	0.269811224	0.350874824	0.354174834	0.306978642
35.S17	0.150079496	0.221666974	0.279051058	0.36211823	0.402706214	0.43086524	0.326932672	0.394206782	0.279260548	0.222982884	0.398363436	0.30096638	0.409782514	0.339386576	0.352566382	0.23057814	0.274661176	0.289734472	0.445211052	0.330031006	0.360214168	0.370400452	0.280788728	0.424018642	0.400568612	0.326596072	0.432677434	0.385523454	0.310603736	0.201238956	0.405137072	0.216329364	0.1618498	0.247529554	0.22668478	0.0	0.229510594	0.33364124	0.3201303	0.30276597	0.36910408	0.370786024	0.303514048	0.185444996	0.306825978	0.309812666	0.419446508	0.193624668	0.290573186	0.251355446	0.129635046	0.27775068	0.193608746	0.382564146	0.383962426	0.211985416	0.280554522	0.241811408	0.340222928	0.328903452	0.387295728	0.398108804	0.37786148	0.385291726	0.348438882	0.332891044	0.326470528	0.383999628	0.455679804	0.288989954	0.266370322	0.310888892	0.328842386	0.24478039	0.290901672	0.375514308	0.42287037	0.236314554	0.380126828	0.337005608	0.28119089	0.463636642	0.224466904	0.370669848	0.43177285	0.27265313	0.351232508	0.428767086	0.33794054	0.36949418	0.522497686	0.306241796	0.327229628	0.532875462	0.486129646	0.358677174	0.322042092	0.523439334	0.438167604	0.185501574	0.14518023	0.283904886	0.383477664	0.27348091	0.4511024	0.197929374	0.433127622	0.371212594	0.48114564	0.319985654	0.428399368	0.33415124	0.459926822	0.42407695	0.448213744	0.40775082	0.346515892	0.443843858	0.488576538	0.248621248	0.513602704	0.325877874	0.431967924	0.404900816	0.235318434	0.35157016	0.422034308	0.415658354	0.39658135
32.S17	0.143678918	0.227012452	0.31332814	0.307198256	0.339642324	0.391094574	0.25926327	0.312866884	0.234386646	0.304476526	0.351914342	0.22767813	0.34649714	0.301156514	0.300075692	0.197639566	0.217098854	0.225353182	0.40507835	0.263590748	0.354245786	0.323689994	0.269451826	0.379311184	0.33801919	0.268397842	0.411932052	0.352012412	0.246896574	0.191553346	0.344774926	0.206141578	0.191401814	0.219451088	0.17151467	0.229510594	0.0	0.271905786	0.239735574	0.271246136	0.345290346	0.340796978	0.350174438	0.183756466	0.399390752	0.261325964	0.38229061	0.149269714	0.353608232	0.232418488	0.19661262	0.240862214	0.14815568	0.306300536	0.359129388	0.247657558	0.267008424	0.295973818	0.273265186	0.28699801	0.348159198	0.39786413	0.32985641	0.342157548	0.311246908	0.27502573	0.279586962	0.292948858	0.403595626	0.253218856	0.245202756	0.238763342	0.253453668	0.185803828	0.289703758	0.318297314	0.373879092	0.27728004	0.335369082	0.28465381	0.231297496	0.420614728	0.169041098	0.318033946	0.39491556	0.230696028	0.28480575	0.3836709	0.282784446	0.323870862	0.481090984	0.258833026	0.27553171	0.493021152	0.443955948	0.286561964	0.273131842	0.492630608	0.381502862	0.21613626	0.19699352	0.210481756	0.340231538	0.234814752	0.401551554	0.180704472	0.388384728	0.30767502	0.440803162	0.248256796	0.381986778	0.386360086	0.412929608	0.378066092	0.39711117	0.379964582	0.279251434	0.386735616	0.454864508	0.232741886	0.465406094	0.245427512	0.38244169	0.358257518	0.194150132	0.303286958	0.37752317	0.38318896	0.327238
112.S17	0.299473676	0.28651769	0.280514002	0.196686386	0.217285294	0.278862072	0.268269136	0.358953946	0.227745004	0.348366852	0.243476304	0.213053536	0.235617354	0.221473224	0.181958278	0.186337628	0.193533328	0.246897632	0.301560708	0.255044446	0.262631316	0.221049332	0.167443488	0.254656938	0.260407968	0.201147496	0.30357263	0.25050097	0.154368636	0.259687828	0.247662128	0.319548396	0.273023756	0.321867922	0.244263376	0.33364124	0.271905786	0.0	0.244332416	0.272821486	0.239463892	0.220463768	0.247023888	0.281480108	0.487766142	0.219926294	0.253201864	0.297589064	0.470886486	0.196923554	0.297346298	0.27445156	0.252981298	0.344261602	0.25944307	0.296665468	0.169849798	0.409721028	0.264413676	0.225852864	0.2603593	0.287762148	0.237981024	0.191202274	0.237899814	0.207069156	0.216607436	0.3462773	0.28846206	0.234863222	0.164384142	0.210492172	0.398270458	0.228862334	0.351860856	0.204558536	0.263488678	0.201827434	0.22452504	0.207802556	0.205763146	0.308579054	0.215304868	0.225152328	0.290785458	0.163875606	0.24788012	0.282128762	0.24091478	0.23171436	0.376752754	0.266758516	0.173641032	0.39027341	0.33738417	0.238777406	0.33342152	0.386431298	0.270330136	0.338023106	0.275251742	0.23761723	0.228591492	0.364040714	0.288907648	0.234656138	0.279131522	0.19471911	0.332846132	0.274202266	0.26842356	0.359421744	0.301195522	0.274097446	0.281951128	0.27568828	0.24871418	0.43357695	0.347100918	0.381839416	0.35745836	0.273440166	0.285819956	0.228286092	0.264819074	0.199715492	0.294527276	0.284752198	0.290112502
161.S17	0.289434388	0.265803002	0.34811327	0.255527746	0.274250362	0.381628532	0.20933852	0.32046299	0.213770192	0.325861544	0.322653456	0.148062784	0.268484426	0.298351064	0.219708426	0.199039912	0.181585488	0.206879532	0.396027772	0.22650441	0.327046168	0.30089144	0.233088888	0.378995694	0.23649556	0.192122656	0.41897581	0.340594894	0.228372612	0.239452344	0.336993332	0.314638188	0.234237196	0.32188711	0.231465304	0.3201303	0.239735574	0.244332416	0.0	0.272031886	0.328603096	0.34218732	0.336267348	0.247518452	0.474712762	0.257620446	0.375607548	0.278813272	0.45595681	0.236551938	0.288408654	0.230310816	0.22375969	0.283193886	0.34532413	0.248749248	0.270688326	0.407296316	0.226369232	0.229207744	0.329456824	0.393388268	0.327569592	0.317445998	0.236920834	0.239837604	0.269085776	0.296191552	0.378597052	0.199854218	0.233059754	0.200477928	0.39439321	0.190053914	0.33420526	0.248551888	0.37187245	0.275698554	0.290778356	0.247959452	0.226205774	0.407211662	0.214959528	0.266389072	0.387490434	0.217211074	0.225015324	0.382385766	0.24384542	0.294540244	0.479558498	0.229834128	0.24727718	0.498232318	0.43695089	0.214328606	0.3243508	0.486097898	0.34645162	0.33070775	0.25010979	0.203508006	0.338354768	0.361634502	0.388521976	0.263917802	0.375276582	0.279067614	0.434303112	0.256384438	0.347058576	0.39477672	0.389188406	0.337728734	0.355036748	0.365185596	0.246278096	0.391742938	0.447061742	0.379664468	0.465569728	0.190013498	0.361186496	0.347011888	0.221905698	0.306417748	0.352876092	0.350950794	0.277017286
141.S17	0.288364634	0.285278636	0.33160948	0.256420024	0.298305292	0.333253386	0.270190966	0.338832512	0.21874697	0.261069182	0.308060826	0.255662538	0.311503052	0.240118742	0.288590004	0.223255174	0.239809566	0.222104614	0.350952098	0.237051788	0.321852274	0.277041558	0.24526947	0.325732608	0.306290026	0.238166178	0.37450898	0.312472696	0.246406766	0.273229622	0.337830802	0.310366514	0.285926486	0.21004486	0.235338938	0.30276597	0.271246136	0.272821486	0.272031886	0.0	0.301663926	0.305609066	0.278669458	0.257641774	0.477422096	0.242542036	0.316324854	0.289107106	0.449715092	0.25348366	0.256342476	0.240693766	0.271445732	0.330551712	0.312310076	0.208578694	0.253043392	0.395140946	0.259685822	0.28166479	0.30354233	0.334006078	0.321721442	0.300008924	0.273982268	0.242489558	0.241862758	0.329570102	0.34144771	0.230084352	0.2518996	0.229060334	0.39141414	0.244735944	0.350492006	0.293686622	0.347665664	0.268172464	0.293783554	0.226088706	0.212915776	0.369841356	0.233226934	0.265164878	0.346903584	0.259471212	0.291890286	0.353159644	0.27530973	0.283284458	0.408921984	0.251862046	0.276338762	0.443844768	0.368647364	0.275213412	0.298118038	0.413118896	0.339802842	0.327153928	0.267980484	0.253987132	0.302413462	0.350551784	0.349159602	0.25474408	0.339637932	0.259730012	0.379777758	0.258580348	0.356490154	0.36494627	0.360845524	0.336344764	0.368801594	0.330415678	0.264884154	0.377776216	0.380316792	0.377420554	0.409608002	0.264543168	0.340119658	0.303386582	0.238650072	0.297907418	0.332633722	0.32912998	0.315438456
180.S17	0.340711396	0.342460446	0.33963929	0.199592502	0.198614514	0.196236612	0.308834216	0.399697038	0.25163624	0.324997256	0.156870512	0.299092572	0.199512442	0.258672288	0.215698722	0.260347448	0.264235804	0.273400308	0.215600564	0.297646014	0.160920032	0.153539016	0.219049532	0.172422082	0.307102856	0.2663525	0.253352038	0.181740086	0.191776828	0.343039012	0.20721694	0.379595604	0.345806892	0.396148534	0.32054438	0.36910408	0.345290346	0.239463892	0.328603096	0.301663926	0.0	0.20762126	0.224944064	0.278999036	0.535089134	0.297656098	0.242845864	0.343663136	0.51786021	0.30028429	0.339536902	0.299044612	0.326424638	0.384189942	0.161943938	0.296459276	0.18456409	0.446428528	0.298516232	0.298099904	0.25452354	0.224847636	0.19216596	0.229615502	0.32346393	0.218594908	0.259446316	0.384750968	0.209447244	0.272172398	0.228090334	0.28444498	0.462640142	0.321120054	0.435126188	0.22505832	0.218918358	0.246033006	0.161208036	0.255797316	0.270657818	0.229763746	0.308131036	0.256273032	0.327970002	0.225086934	0.31692246	0.22033583	0.296163452	0.163514556	0.297492186	0.295684156	0.239855136	0.300585038	0.256813026	0.310666362	0.329668544	0.30076287	0.177715376	0.392373878	0.324531002	0.326924474	0.2013215	0.401106222	0.220263664	0.309517194	0.215049882	0.23911819	0.24956314	0.32451707	0.196007904	0.401183408	0.212311166	0.241042222	0.20838136	0.258533128	0.277684496	0.425898846	0.260213858	0.453072288	0.275537144	0.309492782	0.18812526	0.1904803	0.31317971	0.16809014	0.227984336	0.192546698	0.322616306
103.S17	0.344187592	0.328882842	0.329138942	0.230524226	0.225288426	0.234334928	0.344823164	0.41825221	0.279867236	0.38817752	0.21798052	0.302003708	0.242863562	0.26689312	0.23502689	0.259376672	0.266760916	0.3153411	0.26652456	0.309194034	0.224737756	0.188076748	0.225288236	0.21677425	0.340254992	0.2798729	0.249217474	0.22686449	0.18659566	0.318163168	0.208943836	0.353319528	0.337859444	0.378991718	0.28641294	0.370786024	0.340796978	0.220463768	0.34218732	0.305609066	0.20762126	0.0	0.29766554	0.329166316	0.496234842	0.263293758	0.152691676	0.354571804	0.477648174	0.288082594	0.34071525	0.3247493	0.322471302	0.406057786	0.222553758	0.351807396	0.17422067	0.435124128	0.333903272	0.310858816	0.29858676	0.240764308	0.207410016	0.188654158	0.313161146	0.258604552	0.266971576	0.397035256	0.244629436	0.28859211	0.253081154	0.292495888	0.438110262	0.300915026	0.391396188	0.250468396	0.232881822	0.264486806	0.203377404	0.26717796	0.257173174	0.27228415	0.282952312	0.284924128	0.28914847	0.24884999	0.318653604	0.252305362	0.280907908	0.215953752	0.33026943	0.329205916	0.241936712	0.333801654	0.292407486	0.30419699	0.357450208	0.335443198	0.235829292	0.376998558	0.331206078	0.306673438	0.197302744	0.398076286	0.243195032	0.283248034	0.249975738	0.235022226	0.280258304	0.331273702	0.256568408	0.310143136	0.256924154	0.26710257	0.267111924	0.283768796	0.322853212	0.465610306	0.301236298	0.408985744	0.303072316	0.351983566	0.236860268	0.172158768	0.342803566	0.173057648	0.271143368	0.24367677	0.350981534
129.S17	0.302226792	0.316557082	0.361140918	0.234523066	0.257865134	0.25865162	0.319020272	0.367453858	0.24686336	0.224622768	0.259322288	0.301197408	0.25506941	0.248245368	0.256695006	0.23892104	0.269602216	0.270325656	0.28363388	0.275581114	0.249401684	0.250782292	0.234237884	0.284669078	0.304355172	0.253211716	0.300942206	0.21300031	0.235587876	0.333065536	0.307722496	0.352186936	0.326775336	0.374368058	0.326505048	0.303514048	0.350174438	0.247023888	0.336267348	0.278669458	0.224944064	0.29766554	0.0	0.263824624	0.492453502	0.299218634	0.299980072	0.341807188	0.494112266	0.291190062	0.280745222	0.25088628	0.325864358	0.37121949	0.197801842	0.224911216	0.221967466	0.451593592	0.297364332	0.294614672	0.26799858	0.267192304	0.2842964	0.27946605	0.301207562	0.233981832	0.254414632	0.382328696	0.25509258	0.273152406	0.220126074	0.255685452	0.463273794	0.322378154	0.435569056	0.255749364	0.291505214	0.189180494	0.230385132	0.259941596	0.258555614	0.293854122	0.307373196	0.23287906	0.352461086	0.251724014	0.31369008	0.340327302	0.3011512	0.2509231	0.351032462	0.290533972	0.240796244	0.405952778	0.289169502	0.316004622	0.351947536	0.347793894	0.289601548	0.358845534	0.249144694	0.329270042	0.240765932	0.385310562	0.288535616	0.306065614	0.24494535	0.243191462	0.293498644	0.283038606	0.324929892	0.325969192	0.271445634	0.307986926	0.304370328	0.293732252	0.259006996	0.440476558	0.300710838	0.442231596	0.356699692	0.31245585	0.298226596	0.25391428	0.295591394	0.268195004	0.298690896	0.280277862	0.308954046
169.S17	0.135612824	0.16825945	0.323153902	0.29335935	0.32416325	0.380174528	0.25646836	0.327405462	0.196788776	0.202774792	0.34046088	0.22367802	0.333491094	0.293348416	0.293557066	0.16380502	0.213853976	0.210637108	0.394690916	0.281138502	0.312819828	0.304979488	0.249498304	0.361631722	0.32046386	0.2573852	0.39633981	0.32527217	0.246410836	0.2108583	0.340902836	0.217972368	0.174844164	0.245794398	0.207178468	0.185444996	0.183756466	0.281480108	0.247518452	0.257641774	0.278999036	0.329166316	0.263824624	0.0	0.354803294	0.25867977	0.37145356	0.195151096	0.325811798	0.22827617	0.158884818	0.209543868	0.17889551	0.329917406	0.315504498	0.155683144	0.255311074	0.281792376	0.262417944	0.279116672	0.343128464	0.38752864	0.333428176	0.337858042	0.315114398	0.264160488	0.278607728	0.297293436	0.392112544	0.223138182	0.225255138	0.249808024	0.297250622	0.199410818	0.298680052	0.315666564	0.37602113	0.253445462	0.314924764	0.290931928	0.231424558	0.404955666	0.18312934	0.304151728	0.385036234	0.224786382	0.28838258	0.387020442	0.296523264	0.300542588	0.475850118	0.239124332	0.291466368	0.484455918	0.429272994	0.293509422	0.24533306	0.475964274	0.362059604	0.233305134	0.14014889	0.23571397	0.335969032	0.278682262	0.3874895	0.227377858	0.386876706	0.309482206	0.42983642	0.256553622	0.381464432	0.310051716	0.399164566	0.353296586	0.371155816	0.3733029	0.28735122	0.374459618	0.44206571	0.271869312	0.457248016	0.229405514	0.369283984	0.357596224	0.200915862	0.288622064	0.361571424	0.361929322	0.33043377
CON8.S17	0.32945447	0.369088228	0.30860674	0.5213325	0.545837372	0.588108854	0.477465902	0.545059364	0.43124159	0.43810639	0.56077151	0.454798074	0.569182064	0.504533218	0.512177516	0.39533679	0.43202351	0.452998018	0.612020078	0.490673488	0.530499606	0.525478622	0.432871902	0.582842172	0.55955031	0.486674334	0.591403216	0.549506916	0.467926798	0.360098182	0.564156038	0.317927998	0.309797422	0.411169516	0.378514442	0.306825978	0.399390752	0.487766142	0.474712762	0.477422096	0.535089134	0.496234842	0.492453502	0.354803294	0.0	0.464971676	0.554622494	0.346961978	0.083993808	0.390702816	0.315862732	0.434260154	0.363171176	0.518460708	0.547050852	0.402197158	0.450948508	0.21146135	0.498738134	0.478396462	0.53384973	0.559161358	0.53069799	0.537380116	0.491154148	0.489382986	0.485831286	0.529701202	0.61282115	0.452139052	0.440513308	0.465860654	0.484513712	0.402842464	0.240817014	0.533881758	0.577879872	0.419049704	0.544293742	0.495141078	0.438088968	0.619482224	0.37655791	0.536401402	0.583953228	0.420304852	0.50127031	0.591321404	0.471765242	0.526723078	0.684899012	0.467173878	0.477540106	0.687198168	0.647844608	0.502586132	0.471796534	0.682328004	0.591753346	0.332907848	0.33716554	0.433627072	0.538306474	0.469712068	0.604191122	0.361208548	0.594306068	0.522207364	0.642781982	0.464762444	0.591685218	0.48391701	0.617994308	0.580899848	0.598070494	0.57659599	0.503412182	0.609892272	0.648033504	0.259097782	0.667075486	0.481048792	0.58848823	0.551005678	0.410678448	0.503604006	0.581571782	0.581687504	0.538202356
86.S17	0.27932963	0.293679608	0.328467116	0.25722534	0.278172944	0.308731494	0.249467262	0.298670396	0.196982718	0.306615486	0.309852802	0.234053102	0.296500284	0.247532458	0.269133948	0.210484726	0.225325126	0.21589475	0.35229153	0.2212841	0.320292618	0.254761794	0.233314894	0.29270486	0.30005589	0.23494091	0.359349056	0.31908066	0.213621754	0.254169838	0.298132394	0.31200661	0.281057362	0.312737852	0.208227038	0.309812666	0.261325964	0.219926294	0.257620446	0.242542036	0.297656098	0.263293758	0.299218634	0.25867977	0.464971676	0.0	0.22056391	0.279477074	0.448096704	0.234992668	0.28138648	0.208360938	0.262373608	0.298767668	0.314395384	0.265870118	0.24995266	0.399273462	0.243690886	0.264980306	0.301305214	0.33681115	0.297271614	0.19837198	0.2410357	0.21488057	0.144534238	0.268218562	0.330080706	0.219998672	0.232616492	0.20827165	0.372687212	0.228785256	0.350895582	0.280427622	0.315115816	0.257547896	0.284770722	0.214569282	0.192178552	0.355770668	0.214230574	0.265163018	0.233693188	0.24229346	0.254754286	0.351123188	0.262713174	0.273868558	0.427299432	0.245694654	0.256801838	0.424165272	0.380686792	0.241410924	0.28331349	0.430662936	0.315691066	0.316711736	0.268579476	0.245363436	0.300309726	0.317623648	0.320406854	0.240125108	0.3347868	0.154055496	0.368771618	0.192931924	0.351403242	0.29326311	0.350373596	0.32753668	0.350284118	0.311601358	0.233446662	0.39576756	0.389608896	0.36388865	0.391592518	0.253957892	0.319135414	0.255354938	0.265710316	0.269725922	0.320426494	0.327842388	0.271974348
98.S17	0.396660744	0.384779002	0.376658258	0.255025834	0.25851031	0.256549968	0.348528416	0.404150286	0.289937016	0.387399416	0.272622236	0.341832292	0.268925366	0.284416828	0.279029198	0.306608716	0.31499184	0.304644816	0.301664684	0.314590198	0.27981734	0.22607836	0.273408248	0.230462514	0.351044232	0.309934984	0.320745422	0.279823166	0.241697084	0.372414844	0.280848964	0.40117358	0.395836512	0.432750374	0.317010424	0.419446508	0.38229061	0.253201864	0.375607548	0.316324854	0.242845864	0.152691676	0.299980072	0.37145356	0.554622494	0.22056391	0.0	0.396140344	0.53535971	0.332983054	0.395780474	0.320409768	0.376858074	0.39642469	0.269304558	0.361248212	0.24610523	0.48929424	0.332860572	0.349781476	0.298232732	0.29779344	0.272005632	0.117536278	0.340813786	0.248893988	0.231511836	0.378940892	0.283347008	0.311971306	0.295324658	0.313051648	0.48407169	0.350931018	0.447856348	0.276289816	0.294561862	0.318034022	0.252675196	0.271346988	0.296687662	0.306839046	0.330627392	0.300555488	0.187337718	0.303081234	0.345974444	0.308532246	0.321389668	0.249258672	0.374238674	0.339680364	0.295914548	0.355548838	0.327178546	0.331233754	0.348109252	0.369983418	0.261872804	0.422628422	0.380717886	0.358009382	0.281533108	0.404050182	0.283593916	0.33417857	0.29776805	0.19143539	0.311964228	0.318439678	0.30896056	0.262039156	0.291272026	0.312509514	0.300144864	0.268566892	0.309491992	0.461808614	0.32753643	0.452218836	0.323344312	0.349906714	0.260335188	0.163821208	0.379934962	0.243678624	0.296994288	0.282513614	0.338573834
39.S17	0.13887336	0.236761826	0.28408009	0.331767318	0.362989454	0.402234764	0.281952984	0.357377438	0.246289336	0.285392276	0.361574044	0.263981084	0.375081614	0.314289208	0.330352386	0.205873188	0.242339728	0.250834812	0.418396564	0.302077922	0.36310946	0.335672804	0.289573392	0.392403434	0.370039344	0.297482672	0.421492646	0.361711042	0.276814144	0.220455128	0.367549792	0.223014268	0.184081132	0.213174854	0.178950648	0.193624668	0.149269714	0.297589064	0.278813272	0.289107106	0.343663136	0.354571804	0.341807188	0.195151096	0.346961978	0.279477074	0.396140344	0.0	0.326391986	0.211355866	0.17785157	0.272091544	0.143283758	0.333719718	0.37272455	0.241255696	0.260986702	0.28961148	0.296324808	0.275774096	0.33722462	0.412600296	0.338876804	0.35986663	0.34334667	0.292572844	0.298396728	0.34915774	0.426907156	0.276275298	0.247560326	0.27849462	0.271115814	0.220272098	0.299643972	0.344685428	0.38580923	0.28053733	0.353243184	0.30707672	0.255326514	0.43480609	0.194955236	0.343673604	0.406967746	0.245040458	0.305763488	0.402415098	0.31212722	0.341951556	0.490554818	0.272162824	0.29323098	0.497997978	0.455632506	0.317219942	0.294447364	0.499145802	0.399178508	0.156871982	0.19197881	0.26177463	0.361334984	0.213862634	0.418968836	0.191621886	0.395996758	0.34143159	0.452557592	0.282658274	0.395332764	0.373067628	0.429227662	0.391877818	0.401825384	0.385759336	0.308329212	0.42027721	0.462851598	0.236798736	0.480330068	0.280538642	0.397973072	0.375842412	0.182707534	0.315476172	0.395377768	0.393585158	0.357168322
